plz,abgefrage_plz,ort,angebotenes_impfzentrum,public_key_impfzentrum,distanz_zum_impfzentrum(km),json_daten_impfzentrum
31185,31185,Söhlde,IZ Hildesheim - Stadt,261545043568942,30,"{'resultList': [{'vaccinationCenterPk': 261545043568942, 'name': 'IZ Hildesheim - Stadt', 'streetName': 'Carl-Zeiss-Straße', 'streetNumber': '17', 'zipcode': '31137', 'city': 'Hildesheim', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31188,31188,Holle,IZ Hildesheim - Stadt,261545043568942,30,"{'resultList': [{'vaccinationCenterPk': 261545043568942, 'name': 'IZ Hildesheim - Stadt', 'streetName': 'Carl-Zeiss-Straße', 'streetNumber': '17', 'zipcode': '31137', 'city': 'Hildesheim', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31191,31191,Algermissen,IZ Hildesheim - Stadt,261545043568942,15,"{'resultList': [{'vaccinationCenterPk': 261545043568942, 'name': 'IZ Hildesheim - Stadt', 'streetName': 'Carl-Zeiss-Straße', 'streetNumber': '17', 'zipcode': '31137', 'city': 'Hildesheim', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31195,31195,Lamspringe,Impfzentrum Alfeld,592018670564708,25,"{'resultList': [{'vaccinationCenterPk': 592018670564708, 'name': 'Impfzentrum Alfeld', 'streetName': 'Kalandstraße', 'streetNumber': '19', 'zipcode': '31061', 'city': 'Alfeld / Leine', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31199,31199,Diekholzen,IZ Hildesheim - Stadt,261545043568942,10,"{'resultList': [{'vaccinationCenterPk': 261545043568942, 'name': 'IZ Hildesheim - Stadt', 'streetName': 'Carl-Zeiss-Straße', 'streetNumber': '17', 'zipcode': '31137', 'city': 'Hildesheim', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31224-31228,31224,Peine,IZ Peine,350066453223259,5,"{'resultList': [{'vaccinationCenterPk': 350066453223259, 'name': 'IZ Peine', 'streetName': 'Woltorfer Straße', 'streetNumber': '77a', 'zipcode': '31224', 'city': 'Peine', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31234,31234,Edemissen,IZ Peine,350066453223259,10,"{'resultList': [{'vaccinationCenterPk': 350066453223259, 'name': 'IZ Peine', 'streetName': 'Woltorfer Straße', 'streetNumber': '77a', 'zipcode': '31224', 'city': 'Peine', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31241-31246,31241,Ilsede,IZ Peine,350066453223259,15,"{'resultList': [{'vaccinationCenterPk': 350066453223259, 'name': 'IZ Peine', 'streetName': 'Woltorfer Straße', 'streetNumber': '77a', 'zipcode': '31224', 'city': 'Peine', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31249,31249,Hohenhameln,IZ Peine,350066453223259,25,"{'resultList': [{'vaccinationCenterPk': 350066453223259, 'name': 'IZ Peine', 'streetName': 'Woltorfer Straße', 'streetNumber': '77a', 'zipcode': '31224', 'city': 'Peine', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31275,31275,Lehrte,Impfzentrum Hannover 1,915745288482899,25,"{'resultList': [{'vaccinationCenterPk': 915745288482899, 'name': 'Impfzentrum Hannover 1', 'streetName': 'Messegelände', 'streetNumber': '25', 'zipcode': '30521', 'city': 'Hannover', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31303,31303,Burgdorf (Region Hannover),Impfzentrum Hannover 1,915745288482899,30,"{'resultList': [{'vaccinationCenterPk': 915745288482899, 'name': 'Impfzentrum Hannover 1', 'streetName': 'Messegelände', 'streetNumber': '25', 'zipcode': '30521', 'city': 'Hannover', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31311,31311,Uetze,Impfzentrum Hannover 1,915745288482899,45,"{'resultList': [{'vaccinationCenterPk': 915745288482899, 'name': 'Impfzentrum Hannover 1', 'streetName': 'Messegelände', 'streetNumber': '25', 'zipcode': '30521', 'city': 'Hannover', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31319,31319,Sehnde,Impfzentrum Hannover 1,915745288482899,20,"{'resultList': [{'vaccinationCenterPk': 915745288482899, 'name': 'Impfzentrum Hannover 1', 'streetName': 'Messegelände', 'streetNumber': '25', 'zipcode': '30521', 'city': 'Hannover', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31515,31515,Wunstorf,Impfzentrum Hannover 1,915745288482899,50,"{'resultList': [{'vaccinationCenterPk': 915745288482899, 'name': 'Impfzentrum Hannover 1', 'streetName': 'Messegelände', 'streetNumber': '25', 'zipcode': '30521', 'city': 'Hannover', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 50, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31535,31535,Neustadt am Rübenberge,Impfzentrum Hannover 1,915745288482899,50,"{'resultList': [{'vaccinationCenterPk': 915745288482899, 'name': 'Impfzentrum Hannover 1', 'streetName': 'Messegelände', 'streetNumber': '25', 'zipcode': '30521', 'city': 'Hannover', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 50, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31542,31542,Bad Nenndorf,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31547,31547,Rehburg-Loccum,IZ Nienburg,688833232298136,30,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31552,31552,Apelern,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31552,31552,Rodenberg,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31553,31553,Auhagen,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31553,31553,Sachsenhagen,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31555,31555,Suthfeld,IZ Schaumburg_B,469025339434589,25,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31556,31556,Wölpinghausen,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31558,31558,Hagenburg,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31559,31559,Haste,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31559,31559,Hohnhorst,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31582,31582,Nienburg (Weser),IZ Nienburg,688833232298136,10,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31592,31592,Stolzenau,IZ Nienburg,688833232298136,30,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31595,31595,Steyerberg,IZ Nienburg,688833232298136,30,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31600,31600,Uchte,IZ Nienburg,688833232298136,45,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31603,31603,Diepenau,IZ Nienburg,688833232298136,60,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 60, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31604,31604,Raddestorf,IZ Nienburg,688833232298136,45,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31606,31606,Warmsen,IZ Nienburg,688833232298136,55,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 55, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31608,31608,Marklohe,IZ Nienburg,688833232298136,15,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31609,31609,Balge,IZ Nienburg,688833232298136,10,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31613,31613,Wietzen,IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31618,31618,Liebenau (Niedersachsen),IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31619,31619,Binnen,IZ Nienburg,688833232298136,15,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31621,31621,Pennigsehl,IZ Nienburg,688833232298136,25,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31622,31622,Heemsen,IZ Nienburg,688833232298136,15,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31623,31623,Drakenburg,IZ Nienburg,688833232298136,5,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31626,31626,Haßbergen,IZ Nienburg,688833232298136,10,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31627,31627,Rohrsen,IZ Nienburg,688833232298136,5,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31628,31628,Landesbergen,IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31629,31629,Estorf (Weser),IZ Nienburg,688833232298136,15,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31632,31632,Husum bei Nienburg,IZ Nienburg,688833232298136,15,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31633,31633,Leese,IZ Nienburg,688833232298136,25,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31634,31634,Steimbke,IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31636,31636,Linsburg,IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31637,31637,Rodewald,IZ Nienburg,688833232298136,30,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31638,31638,Stöckse,IZ Nienburg,688833232298136,20,"{'resultList': [{'vaccinationCenterPk': 688833232298136, 'name': 'IZ Nienburg', 'streetName': 'Weserweg', 'streetNumber': '48', 'zipcode': '31623', 'city': 'Drakenburg', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31655,31655,Stadthagen,IZ Schaumburg_B,469025339434589,5,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31675,31675,Bückeburg,IZ Schaumburg_B,469025339434589,25,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31683,31683,Obernkirchen,IZ Schaumburg_B,469025339434589,10,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31688,31688,Nienstädt,IZ Schaumburg_B,469025339434589,10,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31691,31691,Helpsen,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31691,31691,Seggebruch,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31693,31693,Hespe,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31698,31698,Lindhorst,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31699,31699,Beckedorf,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31700,31700,Heuerßen,IZ Schaumburg_B,469025339434589,10,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31702,31702,Lüdersfeld,IZ Schaumburg_B,469025339434589,10,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31707,31707,Bad Eilsen,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
